Client ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId
IND51947,Jonathan Bryant,74,32687,15-06-2000,Mark Montgomery,European,Internal Auditor,High,Platinum,148851.20,4569.50,1,4858.44,71196.41,905790.51,216308.18,386110.10,3012.79,1071451.07,0,2,3,1,4
IND97419,Justin Rice,81,23024,05-03-2018,Samuel Fowler,European,Web Designer IV,Low,Jade,92159.49,3751.80,1,1857.45,418601.09,86494.07,29761.40,77788.86,29489.37,820184.72,3,1,4,1,5
IND50993,Joe Moore,60,15151,17-10-2005,Dennis Morris,European,Human Resources Manager,High,Platinum,239229.98,11691.92,1,2544.53,413862.03,36214.18,36754.69,14355.95,14160.96,196780.93,0,2,1,2,6
IND67880,Patricia Elliott,35,5690,24-01-2020,Donald Reynolds,Asian,Nuclear Power Engineer,Mid,Gold,48269.65,31582.21,1,1439.72,70766.48,53855.79,37174.79,10275.49,31065.04,544193.91,1,1,1,1,7
IND29107,Catherine Jackson,29,493,03-03-2010,Anthony Berry,European,Marketing Manager,Low,Gold,85194.59,23520.75,1,2212.75,564803.66,35563.31,32176.33,15534.96,23371.43,862252.78,2,2,1,2,8
IND38710,Anna West,26,38212,20-11-1996,Mark Montgomery,Asian,VP Sales,High,Jade,257752.69,25983.75,1,789.60,953808.00,870403.20,456961.68,454350.47,32103.60,622977.00,1,3,2,1,9
IND18498,Brian Garza,61,7759,06-04-2020,Paul Holmes,Asian,Accountant I,High,Gold,446844.75,14710.10,1,6533.48,893269.17,3145143.42,889316.41,703861.41,64184.90,257449.53,1,4,2,1,10
IND26008,Jesse Day,58,10936,07-01-2019,Roger Alexander,American,Financial Analyst,Mid,Silver,33250.79,8181.42,2,1882.65,639638.86,185133.67,56734.51,56465.77,29721.57,845306.69,3,1,3,2,11
IND69939,Johnny Coleman,37,3021,29-01-2017,Benjamin Kim,European,Account Representative IV,High,Silver,135831.23,60999.48,3,4788.34,336177.74,1192558.97,743873.42,432509.26,9888.37,280509.31,0,3,3,2,12
IND17524,Frank Alvarez,66,30046,10-01-2011,Roy Rice,Asian,Staff Scientist,High,Silver,119708.90,12441.45,1,3968.41,564255.32,687188.32,447899.53,89457.19,23739.72,1114958.72,0,1,3,1,13
IND62351,Billy Turner,38,1476,28-09-2020,Chris Armstrong,European,Business Systems Development Analyst,High,Silver,123889.23,50347.37,1,4736.97,807548.27,267320.98,213856.79,132591.21,8179.65,444494.45,3,3,3,1,14
IND62889,Timothy Richards,61,2857,18-09-2001,Benjamin Kim,Asian,Senior Financial Analyst,High,Gold,203626.16,54076.29,1,148.27,727369.87,209516.46,143785.80,248338.62,15833.97,718006.48,1,3,3,1,15
IND88021,Paula Hawkins,40,32141,27-05-1995,Donald Reynolds,European,Accounting Assistant IV,High,Jade,38152.86,6549.42,1,2479.89,135988.99,93762.03,61305.94,67737.06,7432.23,51683.77,3,1,3,1,16
IND36235,Martin Carpenter,41,25624,26-12-2002,Douglas Tucker,Asian,Statistician II,Mid,Jade,67405.47,18213.80,1,1604.41,82561.22,1061383.90,472487.03,148593.75,71822.27,2173643.12,1,2,3,1,17
IND71573,Aaron Stephens,45,36987,07-12-2020,Anthony Simpson,Australian,Automation Specialist II,High,Jade,399976.55,42415.80,1,108.19,185635.83,215573.82,115485.98,272161.95,37605.19,240555.03,2,3,4,1,18
IND35926,Ralph Young,55,13908,07-02-2001,Bruce Porter,European,Health Coach III,High,Gold,108321.75,11555.50,2,3043.44,1274209.92,517758.22,291239.00,47820.72,32456.16,706972.32,1,2,4,2,19
IND13753,Norma Stone,26,4039,04-07-1995,Anthony Berry,American,Statistician IV,High,Jade,198366.99,16319.02,3,1613.17,443007.06,228238.26,251849.11,72249.21,750.13,804133.20,2,2,1,1,20
IND46745,Shawn Simmons,54,18883,10-09-2014,Frank Brown,European,Administrative Assistant IV,Low,Jade,67206.48,11070.02,1,2964.94,236724.98,189392.62,118920.95,22037.08,7254.37,558130.42,0,1,2,1,21
IND86610,Tammy Pierce,36,37613,03-08-2016,Joe Price,Asian,Automation Specialist III,High,Silver,522330.26,22282.80,1,3497.91,507064.23,836531.26,381204.12,772573.68,35162.01,604328.95,1,5,3,1,22
IND47886,Billy Schmidt,82,38300,19-04-2015,Anthony Berry,European,Editor,High,Gold,126564.21,24958.15,1,6380.46,1364353.58,1879473.25,945960.05,238979.38,59784.92,1864226.26,3,2,4,1,1
IND90885,Ronald Austin,30,36374,04-04-2004,Chris Armstrong,European,Programmer II,High,Silver,78421.68,19476.72,2,4.36,31261.43,87355.44,84178.88,88086.05,2225.12,734351.90,0,2,1,1,2
IND22904,Todd Peters,80,6510,01-04-2005,Bruce Porter,Asian,Engineer I,High,Silver,79572.94,13544.16,1,1307.59,484584.87,321886.02,227540.12,29469.22,12019.57,617304.09,3,1,1,1,3
IND82060,Thomas Jones,69,5156,13-04-2001,Anthony Torres,European,Senior Quality Engineer,Mid,Silver,355416.37,8648.80,1,5784.70,591311.62,295130.17,233293.37,52561.28,40061.99,288559.19,2,3,1,2,4
IND49261,Charles Powell,76,8282,18-08-2007,Jonathan Hawkins,Australian,VP Product Management,Mid,Gold,447613.88,20018.70,2,11609.85,776023.73,990980.40,262913.17,333090.76,54588.57,489625.59,3,4,2,1,8
IND57999,Doris Hill,65,42368,18-07-2003,Donald Reynolds,Asian,Account Representative II,High,Jade,380018.35,36894.06,1,6366.83,482508.86,943481.74,438385.45,458017.50,41067.19,1779962.09,2,4,2,1,9
IND54797,Eugene Scott,79,34705,27-05-2003,Gregory Simmons,Asian,Assistant Media Planner,High,Gold,234313.46,40414.08,1,3302.38,1434369.69,794956.83,291110.95,231097.31,11917.97,1324560.04,0,2,3,1,10
IND33629,Larry Pierce,50,9736,28-04-2020,Douglas Tucker,Asian,Software Test Engineer I,High,Jade,433256.55,13602.18,1,7391.80,1489680.07,3252169.61,922601.31,941053.33,36986.53,2878551.34,3,5,3,1,11
IND74667,Raymond Murphy,81,41482,15-03-2020,Joshua Bennett,African,Recruiting Manager,Mid,Silver,40231.98,3221.10,2,759.34,158652.12,252864.88,168576.59,283297.39,5586.26,764714.94,1,2,3,1,12
IND13486,Annie Henderson,20,29646,02-04-2008,Mark Montgomery,Asian,Human Resources Manager,Low,Platinum,151820.92,43108.70,1,3275.70,432015.15,558792.34,176460.74,156853.99,29976.48,1169260.81,3,3,3,2,13
IND27626,Samuel Fowler,47,39930,01-07-2019,Shawn Cook,African,Health Coach II,High,Jade,114869.95,22150.44,2,2210.61,71259.60,106873.10,73601.29,17150.11,15091.90,372198.90,2,1,3,2,14
IND94410,Carlos Rogers,44,16984,10-11-2020,Adam Hernandez,European,Web Developer III,High,Jade,185133.56,25427.47,2,3843.44,624438.77,1452744.85,784694.30,333601.12,58312.23,166196.39,3,2,3,2,15
IND63836,Matthew Garza,77,5177,10-08-2001,Victor Ramos,European,Engineer II,High,Jade,297847.23,38897.70,2,3793.52,418925.15,519360.19,449755.22,80527.60,3025.09,551434.67,0,4,3,1,1
IND78028,Ronald Walker,43,19600,24-10-2001,Jonathan Hawkins,American,Software Engineer II,High,Silver,49832.16,3021.00,2,359.64,990724.84,370594.47,164187.43,74588.00,36011.39,1476173.46,3,1,4,2,2
IND22081,James Stone,26,4092,22-08-1999,Anthony Simpson,American,Engineer III,High,Gold,165872.64,14837.84,2,3542.77,691428.71,105060.55,119607.39,24374.05,18921.66,268739.74,1,2,4,2,3
IND93388,Victor Hill,52,29679,22-06-1995,Dennis Morris,African,Associate Professor,Mid,Silver,341885.14,67782.40,1,37.52,558696.40,0.00,0.00,0.00,44027.02,981599.23,1,4,1,2,4
IND54286,Ernest Stewart,31,2173,26-02-2004,Joe Price,American,Automation Specialist III,Mid,Jade,193797.01,22306.27,2,3535.23,600015.87,882077.91,273024.12,367252.44,46175.96,1016679.99,3,2,2,1,5
IND78943,Joe Miller,54,20957,10-03-2015,Dennis Ruiz,European,Database Administrator III,High,Jade,148799.02,20751.80,1,4858.03,544752.50,598410.21,173584.64,303042.24,8955.42,308402.53,0,1,3,1,6
IND36951,Howard White,53,33830,21-08-2012,Todd Roberts,American,Information Systems Manager,Mid,Gold,114409.21,31143.84,1,3134.38,462978.43,687194.25,530121.28,88288.10,31519.66,516020.90,3,2,4,1,7
IND17798,Kenneth Perez,84,23363,07-04-1995,Dennis Ruiz,European,Accountant II,Low,Silver,72575.32,15225.60,1,4577.99,1158128.52,2113374.20,505083.14,445004.83,52100.80,1957601.96,2,2,1,1,8
IND46044,Ralph Robertson,25,125,27-07-2004,Steve Diaz,African,Research Assistant I,Mid,Jade,272042.88,31200.00,1,7225.63,356842.37,1136705.63,615715.55,137194.05,8238.24,446663.81,3,2,1,2,9
IND43480,Sandra Sims,28,14195,22-01-2020,Jeremy Vasquez,European,Account Representative I,High,Jade,135222.08,2565.60,1,1909.09,381935.70,142186.31,76244.83,98664.94,9712.72,106810.90,2,1,1,2,10
IND83407,Margaret Rivera,69,16940,28-10-2005,Stephen Payne,Australian,Media Manager I,High,Gold,22559.39,3919.05,1,674.16,102559.79,30902.15,13315.56,13107.03,127.86,310120.29,1,1,2,1,11
IND80089,Charles Day,33,22921,16-06-2014,Douglas Tucker,Asian,Geologist III,Mid,Jade,57690.28,13255.32,1,2726.88,535299.65,327206.38,208594.07,216447.02,6204.12,48790.25,0,1,2,1,12
IND63136,Jack Scott,71,35512,26-03-2012,James Castillo,Asian,Staff Accountant I,High,Gold,116126.72,28399.72,1,8457.28,600072.47,1620094.70,277413.48,773983.60,82779.63,1613853.02,1,2,3,1,13
IND14347,Adam Fuller,25,33538,03-11-2000,Chris Armstrong,Asian,Graphic Designer,High,Silver,316420.53,18364.12,1,5680.11,795494.67,2379512.82,1307823.84,259385.06,61022.89,2221786.20,2,5,3,1,14
IND38794,Irene Parker,37,26941,06-05-2012,Shawn Wallace,American,Automation Specialist III,Low,Platinum,311940.65,5411.00,2,5818.64,100888.07,831510.28,348697.86,392687.43,32072.82,1036447.99,1,2,3,1,15
IND19657,Heather Ryan,60,16520,25-02-2003,Todd Roberts,Australian,Chemical Engineer,High,Jade,22765.74,15353.25,3,1906.74,148122.81,40303.49,56424.89,6018.66,17099.87,58708.19,3,1,3,1,16
IND62031,Bobby Reid,67,38125,20-11-2000,Adam Hernandez,Asian,Junior Executive,Low,Gold,306850.53,37296.74,1,3782.70,581449.04,627022.95,143471.35,360750.75,31778.37,887980.66,0,3,3,2,17
IND62007,Paul Meyer,24,42946,04-07-2013,Carl Nguyen,Australian,Operator,Low,Jade,394170.23,41544.02,1,4863.04,214497.92,550867.61,713418.71,174471.51,47955.26,1330851.97,3,4,3,2,18
IND47000,Victor Stephens,24,1184,19-12-2017,Roger Alexander,Asian,Structural Engineer,Mid,Silver,103072.97,33638.64,1,9579.60,0.00,2326151.83,881686.58,785451.43,40450.54,209229.32,1,3,3,2,19
IND88064,Marilyn Washington,27,10492,02-12-2020,Samuel Fowler,American,Health Coach IV,Mid,Jade,330956.05,62296.62,2,7556.47,1056358.46,249304.36,121684.27,201372.63,71604.88,1776771.34,1,5,4,1,20
IND36864,Rebecca Hanson,57,13357,09-11-2009,Benjamin Kim,European,Database Administrator III,Mid,Jade,110037.72,10448.40,1,861.46,309762.39,15416.58,10713.22,10945.77,5858.70,388277.29,0,1,4,2,21
IND56480,John Bennett,56,39795,15-08-2004,Steve Diaz,American,Structural Engineer,Low,Gold,54647.58,18484.80,1,3495.94,594957.31,124497.10,32161.75,62995.53,394.37,308037.50,2,1,1,1,22
IND66163,Shawn Myers,79,36989,19-05-2021,Dennis Morris,American,Software Engineer IV,High,Jade,108060.76,27555.69,1,3554.78,278286.84,828983.60,361738.30,376207.83,29105.74,242108.08,1,1,2,2,1
IND44689,Stephen Watkins,46,8335,23-11-2017,Victor Martinez,Asian,Environmental Specialist,High,Jade,99704.06,46444.50,1,1244.03,101434.64,494708.99,264712.70,130316.76,11710.94,414535.64,2,3,3,1,2
IND59059,Michael Rodriguez,17,18483,08-02-2006,Anthony Simpson,European,Database Administrator II,Mid,Jade,130334.13,34310.01,1,6426.25,1180442.49,348646.35,129218.58,103131.05,2006.78,1957791.14,2,2,4,1,3
IND73185,Harold Crawford,75,39294,03-11-1999,Steve Diaz,European,Systems Administrator I,Low,Jade,250596.15,26915.70,2,6992.56,1172036.00,1974608.14,567861.16,737187.04,49784.36,2541004.26,2,2,1,1,4
IND50404,Ruby Evans,71,4705,01-01-2012,Shawn Long,Australian,Biostatistician IV,Low,Jade,75223.75,12139.25,1,1583.01,74172.93,175234.71,134426.62,86609.15,16659.33,234495.16,1,1,1,2,8
IND98223,Jack Gardner,17,543,19-05-2007,Dennis Ruiz,Asian,Occupational Therapist,High,Silver,90964.09,43166.50,1,1017.59,714235.24,160279.89,63140.56,222837.62,16236.36,629995.51,0,2,1,2,9
IND76462,James Collins,78,19675,13-02-1999,Shawn Wallace,American,Research Associate,Mid,Jade,171662.00,43339.86,1,6200.05,0.00,1333804.07,827165.32,217130.90,16462.28,1652554.76,2,2,2,1,10
IND33553,Walter Banks,52,26367,01-08-2006,Douglas Tucker,European,Analyst Programmer,Mid,Jade,333378.60,22836.44,1,1480.18,649485.67,1061350.99,221432.94,368647.67,27563.92,2394431.68,1,2,2,1,11
IND65980,George Watkins,17,39007,08-12-2013,Bobby Burton,American,Programmer Analyst III,High,Jade,115985.63,6843.75,3,1362.34,899843.36,548661.44,284012.98,347012.23,35625.41,1037102.21,2,3,3,1,12
IND33495,Richard Wilson,78,8656,02-08-1996,Anthony Simpson,American,Food Chemist,Mid,Silver,111407.99,51135.24,1,9831.37,1975645.90,998011.90,492075.31,136672.19,56058.91,871342.62,1,3,3,1,13
IND84144,Douglas Olson,76,20082,14-08-2020,Frank Brown,Asian,Help Desk Technician,High,Silver,107002.31,39033.44,1,577.36,803550.00,1169129.70,490002.89,414009.46,4016.30,562892.18,3,2,3,1,14
IND67150,Nicholas Larson,23,5125,20-03-2004,Bruce Porter,European,Nurse,High,Gold,50390.73,11258.10,2,2304.05,35997.02,112112.54,90177.47,30733.46,9499.09,699774.82,1,1,3,2,15
IND79483,Terry Stewart,25,164,16-02-2012,Nicholas Cunningham,European,Senior Financial Analyst,Low,Jade,165847.33,22298.43,2,3632.58,827978.15,118972.18,53224.40,55228.14,49267.40,545432.68,3,2,3,1,1
IND21788,Stephanie Morris,33,10038,31-03-2008,Joe Price,Australian,Structural Analysis Engineer,Mid,Jade,89620.22,14437.80,2,953.02,152540.99,52344.55,37388.96,11676.86,5317.59,531044.20,3,1,3,1,2
IND54719,Lois Elliott,78,25264,16-06-2006,Adam Hernandez,European,Librarian,Mid,Platinum,175520.13,21559.34,2,1084.46,810378.27,158765.07,75673.07,62526.73,42833.01,620997.43,2,1,3,2,3
IND21106,Willie Richards,77,15807,26-09-1995,Steve Diaz,European,Web Developer III,Low,Jade,397164.13,49446.89,2,3240.93,599879.42,111414.82,67722.74,23659.27,52333.49,1182052.19,0,3,4,1,4
IND30260,Carol Jones,36,30389,21-04-1999,Douglas Tucker,European,Computer Systems Analyst II,Mid,Silver,332174.23,38349.60,1,827.68,1592331.86,1728292.57,1036975.54,302826.92,79602.17,1447732.93,3,3,4,1,5
IND53757,Samuel Nichols,50,3612,14-05-2004,Anthony Torres,Asian,General Manager,Mid,Platinum,142960.39,36505.89,1,9852.56,1027688.99,2211018.05,1310232.92,278424.50,43906.79,2326877.36,2,3,1,1,6
IND65418,Karen Black,42,19479,01-05-2015,Victor Martinez,European,Pharmacist,Mid,Jade,166230.05,8921.28,3,2589.08,739341.72,593330.55,393253.97,281832.01,35361.69,343739.39,3,2,2,1,7
IND40870,Keith White,26,32452,05-08-2011,Paul Holmes,European,General Manager,Mid,Platinum,189718.00,35796.48,1,61.05,580546.86,92513.19,31618.43,63260.28,29537.03,757732.99,1,2,3,2,8
IND99607,Sean Pierce,69,36796,18-02-1995,Shawn Wallace,American,Health Coach II,Mid,Jade,191510.45,52333.89,3,1871.05,2439164.14,498848.12,208422.84,166567.44,12256.86,581962.58,1,5,4,1,9
IND93836,Kevin Matthews,51,43064,26-10-2002,Carl Nguyen,European,Engineer III,High,Jade,134185.02,44098.11,2,1694.84,57612.72,261295.52,110548.11,269335.38,28852.55,787466.53,2,2,1,2,10
IND97223,Deborah Diaz,28,39546,29-04-2014,Dennis Ruiz,Australian,Systems Administrator III,Low,Jade,39760.11,16182.30,1,1397.35,96549.35,114656.83,97543.87,90510.44,13203.69,472700.95,3,1,1,2,11
IND35919,Joshua Moreno,47,1528,24-01-2011,Joe Price,Asian,Accounting Assistant I,Mid,Silver,362722.41,15889.68,2,3217.61,121348.68,517296.34,308833.64,324275.32,22050.50,563251.69,3,2,1,1,12
IND39837,Denise Carpenter,78,9209,08-03-2014,Jerry Green,American,Administrative Assistant IV,Mid,Jade,172704.57,39525.75,2,3641.62,756101.39,323351.54,251022.91,127340.94,10711.67,569131.24,0,2,2,2,13
IND81606,Sean Flores,27,20670,07-06-2009,Victor Martinez,European,Software Test Engineer IV,Mid,Jade,238997.45,16324.48,3,2143.08,648279.98,173259.15,158193.14,102197.79,52376.71,1457145.31,2,5,2,2,14
IND30766,Carlos Moreno,33,42701,26-04-2001,Keith Griffin,American,Computer Systems Analyst IV,High,Silver,338901.78,15028.56,1,3026.42,854999.97,617153.90,188574.80,248861.60,63982.48,1984082.95,0,2,3,2,15
IND41873,Andrew Moore,42,21510,25-01-2009,Carl Nguyen,European,Marketing Assistant,Low,Jade,323798.43,23457.96,2,8684.77,878558.80,812470.79,281239.89,179681.04,43245.63,1967172.98,1,2,3,2,16
IND99374,Irene Thomas,21,1877,26-05-2013,Roger Alexander,European,Environmental Tech,High,Gold,362819.63,10241.25,1,6733.67,262172.81,254470.01,79350.86,242841.01,17233.13,194218.18,0,3,3,1,17
IND42481,Christopher Diaz,24,25777,09-08-2011,Patrick Graham,African,Nurse Practicioner,Mid,Gold,35039.16,14673.30,3,1637.67,392063.70,249992.79,231921.02,52649.08,15254.49,38973.23,0,1,3,2,18
IND13907,Victor Moreno,29,2147,07-03-2002,Frank Brown,European,Quality Control Specialist,Mid,Silver,240590.16,55089.36,1,7773.61,765479.58,1619706.12,705355.89,306437.95,46234.54,695693.87,2,2,3,1,19
IND79745,Billy Hall,38,12860,11-07-2018,Anthony Torres,American,Software Consultant,Mid,Silver,327183.15,30740.48,1,1772.76,207129.71,191858.02,150928.31,113272.97,34785.68,371355.30,2,3,3,1,20
IND45732,Ernest Montgomery,22,39272,24-05-2010,Bruce Butler,European,Human Resources Assistant I,High,Jade,36185.31,7541.00,2,3145.28,421132.64,655907.81,312337.05,162415.27,7959.74,553354.20,1,1,3,2,21
IND45344,Brian Cook,71,20207,12-01-2006,Carl Nguyen,European,Senior Cost Accountant,High,Jade,37203.80,26027.43,1,1088.94,140619.78,352259.68,159745.67,194889.72,4302.41,235067.00,1,1,4,2,22
IND64096,Wanda Wagner,39,13447,02-11-2014,Victor Martinez,American,Assistant Media Planner,High,Gold,431647.32,63578.75,1,2435.37,525948.50,495892.86,712282.48,177980.46,32440.46,1251373.92,1,5,4,1,1
IND37064,Lawrence Watkins,66,6034,14-07-1999,Phillip Peters,European,Developer II,Mid,Jade,140668.50,52912.50,1,5102.79,1418316.90,534604.29,284659.43,44365.21,64181.04,2930670.44,1,3,1,1,2
IND46886,Anna Jordan,65,32740,31-03-2017,Shawn Long,European,Senior Editor,Mid,Jade,96397.46,15078.24,3,199.50,923505.79,791771.11,781873.97,164193.53,41532.94,1132848.24,0,3,2,2,3
IND94600,Mark Richards,61,1568,02-01-2006,Jeremy Vasquez,Asian,Senior Editor,Mid,Silver,368494.66,17067.95,1,1355.77,1085410.51,744626.91,204171.90,479563.75,81168.68,312762.77,1,3,3,1,4
IND42408,Jeffrey Cook,72,21428,28-10-2014,Joe Price,Australian,VP Product Management,High,Platinum,47809.82,22226.82,1,4594.66,209798.16,85688.91,37488.90,12050.00,18826.37,942685.39,1,1,4,2,8
IND95576,Beverly Black,44,6624,15-09-2006,Keith Griffin,European,Web Developer I,Low,Jade,58084.44,37017.60,1,2097.60,790154.88,157897.61,118423.21,64909.65,3805.71,823773.89,1,2,1,1,9
IND87787,Mary Berry,54,11582,29-06-2008,Joe Price,European,Programmer Analyst IV,High,Platinum,73964.21,24798.20,2,1411.20,497932.16,448280.97,348662.98,171841.04,13695.89,644761.85,1,1,1,2,10
IND44084,Ann Spencer,65,3938,19-10-2000,George Lewis,European,Administrative Assistant II,Mid,Jade,84194.51,41099.52,3,4650.80,716632.84,152857.32,61142.93,70620.08,18647.86,230655.04,2,3,1,1,11
IND86710,Benjamin Schmidt,24,34997,30-12-2020,Raymond Alexander,European,Accounting Assistant III,Mid,Silver,126935.44,25132.00,1,4711.96,748437.11,357947.96,197010.12,91734.57,64011.17,1611585.36,0,2,2,2,12
IND43909,Paula Robinson,32,1462,10-05-2015,Patrick Graham,European,Administrative Officer,High,Jade,59176.32,25111.80,3,765.65,469942.20,405062.99,160986.57,275910.21,464.26,1054314.14,1,2,2,2,13
IND20927,Jack Richardson,23,18015,29-03-2005,Victor Martinez,Australian,Paralegal,Low,Gold,234162.04,9496.42,2,113.73,1830929.44,296190.68,127808.31,42785.35,97909.41,797065.83,0,3,3,2,14
IND57563,Roy Lane,39,22639,21-12-2003,Ernest Rivera,Asian,Developer II,High,Silver,48726.82,40685.84,1,2270.17,1051387.58,87689.13,49647.52,13198.50,60574.32,830390.27,0,2,3,1,15
IND17254,Johnny Gray,69,5843,29-01-2012,Anthony Simpson,African,Senior Cost Accountant,Mid,Jade,184887.92,21807.60,3,3565.52,45371.55,87414.65,42409.09,23835.64,7693.53,963766.52,2,2,3,1,1
IND98826,Marie Fuller,83,18927,01-07-2000,Shawn Long,Asian,Staff Accountant III,High,Gold,506206.08,46277.84,1,4051.40,88223.23,570531.33,769764.50,168442.58,26101.71,880634.97,0,5,3,2,2
IND76028,Walter Sanchez,19,12983,23-02-2002,Jason Duncan,European,Accounting Assistant II,Low,Jade,128370.28,25982.08,1,951.55,497493.96,94157.70,99388.68,32955.19,27171.53,752190.11,3,2,3,1,3
IND41655,Lawrence Rose,30,36602,02-02-1999,Victor Ramos,Asian,Computer Systems Analyst I,High,Silver,26495.68,24865.62,1,1615.61,330129.70,181593.10,186309.81,37144.04,9326.42,105277.07,3,1,3,1,4
IND75932,William Carroll,33,21564,23-01-2020,Patrick Graham,Asian,Help Desk Technician,High,Jade,149882.95,41408.90,2,6951.36,911976.00,433338.88,165210.45,110907.67,45171.36,1445094.56,1,2,3,2,5
IND86705,Timothy Carpenter,50,26620,15-05-1995,Chris Armstrong,Asian,Executive Secretary,Low,Silver,204369.83,41736.75,2,2356.20,369376.99,145886.63,228841.77,65219.91,6847.57,240701.26,3,2,4,2,6
IND79787,Brian Rose,78,9649,20-07-2010,Nicholas Cunningham,European,VP Marketing,High,Gold,64432.38,6760.26,2,2766.38,171612.11,192069.96,171969.61,55476.95,15081.93,104073.95,2,1,4,1,7
IND62595,Phillip Weaver,60,41574,03-09-2001,Benjamin Kim,European,Software Test Engineer II,High,Jade,30051.28,26736.00,2,4143.62,263904.77,0.00,0.00,0.00,20172.29,135815.68,2,1,1,1,8
IND25773,Virginia Richardson,30,32579,03-02-2019,Anthony Simpson,Australian,Media Manager IV,High,Silver,305273.40,39626.50,1,4821.43,103714.83,535215.69,429494.07,141072.28,31960.64,544350.42,0,3,2,1,9
IND46155,Randy Kim,22,13364,05-10-2021,Samuel Fowler,Asian,Office Assistant II,High,Jade,45019.57,2662.49,2,747.88,219767.08,216827.57,86731.03,133004.59,9854.08,368424.32,2,1,3,2,10
IND96756,Jack Allen,71,891,09-02-1999,Joshua Little,European,Speech Pathologist,High,Silver,56333.22,27853.84,1,2869.57,187735.73,342379.30,409817.65,133994.81,10412.00,372255.58,1,2,4,1,11
IND85245,George Young,18,7423,18-08-2018,Adam Hernandez,European,Research Assistant III,Mid,Silver,200168.25,20748.50,1,757.78,646340.85,455460.39,316143.09,248252.70,10135.40,1022453.10,2,2,1,1,12
IND21386,Jason Cunningham,83,23569,31-10-1999,Anthony Simpson,American,Accounting Assistant II,Low,Jade,111158.78,27899.28,2,723.38,223158.09,197430.38,118071.11,43028.21,11507.31,259288.73,0,1,1,2,13
IND65402,Fred Rivera,29,38668,16-03-2017,Victor Ramos,European,Human Resources Assistant III,High,Jade,44187.81,1615.14,1,1661.71,288622.83,886280.21,204077.68,360051.33,7949.04,896182.27,2,1,1,2,14
IND42622,Joyce Nelson,56,27739,07-04-2005,Roy Rice,American,Administrative Assistant IV,Mid,Jade,180987.11,40601.25,2,775.51,510409.06,307856.45,376268.99,147315.01,18190.59,226123.55,3,3,2,2,15
IND83775,Carl Thompson,65,19769,01-07-2014,Todd Roberts,American,Desktop Support Technician,Mid,Jade,214416.00,9375.20,1,1174.91,1622899.73,1136002.86,695165.93,169383.11,61706.46,2564187.55,0,3,2,1,16
IND14543,Peter Perry,28,22289,16-05-2003,Jerry Green,European,Geologist III,Mid,Gold,268503.70,33435.36,2,1048.59,249597.43,224557.82,193584.33,98728.01,7123.00,413902.99,0,2,3,2,17
IND54095,Ruth Murphy,29,32820,27-08-2012,Roger Alexander,European,Automation Specialist I,High,Gold,53747.14,15706.44,1,6098.92,801019.54,1207274.42,344935.55,575839.46,9885.76,585488.93,1,2,3,2,18
IND19003,Anthony Alexander,23,41820,22-07-2007,Dennis Ruiz,European,Senior Quality Engineer,Low,Platinum,58554.32,16740.64,3,2384.22,515201.95,817996.87,421982.51,124971.74,9798.31,104607.32,2,1,3,2,19
IND86759,Douglas Washington,76,42127,19-11-2019,Keith Griffin,Australian,Developer IV,Mid,Jade,91046.88,60686.40,1,6019.99,250848.93,317919.57,119219.84,130580.79,12859.43,3239548.70,3,5,3,1,20
IND56173,Barbara Lynch,66,32479,07-12-2003,Carl Nguyen,European,Health Coach II,High,Silver,219372.75,19534.50,2,4300.89,485075.76,354800.46,305732.31,62392.04,35610.17,161227.97,2,2,3,2,21
IND61687,Jonathan Peterson,58,41523,23-04-2010,Mark Montgomery,European,Dental Hygienist,Mid,Silver,191378.08,4686.79,1,2632.00,147381.41,592417.14,110525.59,305050.62,37696.00,1518097.95,0,2,3,2,22
IND57908,Sean Hall,74,38847,27-01-1996,Bruce Butler,American,Staff Accountant IV,Low,Jade,388597.51,53215.19,1,165.71,54532.35,682831.26,366155.89,554874.62,6814.30,97138.46,3,3,3,2,1
IND69220,Harold Hanson,79,35852,20-09-2008,Paul Larson,European,Systems Administrator IV,Mid,Gold,59086.95,21017.10,1,3666.49,147801.67,397287.48,173975.56,84832.56,32684.93,602321.37,2,1,4,2,2
IND95487,Karen Fields,20,20989,05-10-2021,Bruce Butler,African,Web Designer IV,High,Jade,239451.31,19287.29,2,5343.05,315742.19,817822.45,625393.63,410835.51,31017.25,119820.52,2,2,4,2,3
IND92968,Jeffrey Hunt,50,4299,24-08-2002,Stephen Payne,European,Registered Nurse,High,Jade,204807.93,15044.85,1,476.23,193234.53,99197.93,90496.35,99406.76,237.54,73909.49,0,2,1,1,4
IND62985,Christopher Roberts,66,29485,07-02-1995,Joe Hanson,American,Database Administrator III,Low,Jade,47010.63,24115.52,2,2648.16,125581.26,302800.11,142279.57,206962.05,4849.04,332350.89,2,1,2,1,8
IND41456,Jimmy Rogers,77,4187,11-05-2008,Jesse Evans,Australian,Accountant IV,High,Gold,152255.71,9352.06,1,4670.92,969610.80,533783.81,319395.23,88599.36,36672.94,217762.99,3,2,3,2,9
